Step,AgentID,Wealth,Rank
0,252,-20417.38211045649,252
0,253,-20588.391322154144,253
0,254,-20310.598345345672,254
0,255,-20444.569025525227,255
0,256,-20323.89525250667,256
0,257,-20377.28279862469,257
0,258,-20535.308513157324,258
0,259,-20424.51614122234,259
0,260,-20398.80758240798,260
0,261,-20411.654788795244,261
0,262,-20313.190135438206,262
0,263,-20574.734105098236,263
0,264,-20532.642769103844,264
0,265,-20810.966602452576,265
0,266,-20402.497889895636,266
0,267,-20542.070375946812,267
0,268,-20377.49322392385,268
0,269,-20122.66529431111,269
0,270,-20461.44510639243,270
0,271,-20475.3133291361,271
0,272,-20402.54299755332,272
0,273,-20348.98751120642,273
0,274,-20256.422444531363,274
0,275,-20240.67146048484,275
0,276,-20334.337027700083,276
0,277,-20285.629819096735,277
0,278,-20202.178363704985,278
0,279,-20303.710896975663,279
0,280,-20369.060473336463,280
0,281,-20324.39097010464,281
0,282,-20347.080373111283,282
0,283,-20483.479884575,283
0,284,-20372.269941003142,284
0,285,-20322.4443613541,285
0,286,-20282.040735364633,286
0,287,-20296.224856685603,287
0,288,-20382.11817819613,288
0,289,-20153.660551212764,289
0,290,-20404.701606993334,290
0,291,-20172.972483243797,291
0,292,-20284.533443531207,292
0,293,-20519.388154200784,293
0,294,-20544.956974993253,294
0,295,-20529.306342220312,295
0,296,-20353.347909045933,296
0,297,-20338.16570753345,297
0,298,-20407.491072107183,298
0,299,-20374.57610325387,299
0,300,-16855.549452246523,300
0,301,-16830.615368424555,301
0,302,-16902.858917770354,302
0,303,-16714.97369696317,303
0,304,-16893.968470621196,304
0,305,-16970.52905817388,305
0,306,-16948.607460636376,306
0,307,-16917.448359755213,307
0,308,-16986.9111668191,308
0,309,-16836.247891621326,309
0,310,-16855.003352438096,310
0,311,-16850.467508201782,311
0,312,-16883.78009865858,312
0,313,-16848.431555645933,313
0,314,-16711.691061733694,314
0,315,-17082.52090572167,315
0,316,-16845.84855396274,316
0,317,-17111.48944160297,317
0,318,-16910.546920199373,318
0,319,-16876.110640463263,319
0,320,-16806.283957226875,320
0,321,-17027.287367798875,321
0,322,-16978.322391344256,322
0,323,-16815.08381052617,323
0,324,-16930.411990170294,324
0,325,-16781.715261943635,325
0,326,-16817.17284931607,326
0,327,-16871.8986507386,327
0,328,-16863.88417761708,328
0,329,-16875.637526343588,329
0,330,-16899.99323614014,330
0,331,-16940.798336365384,331
0,332,-16888.30278204429,332
0,333,-16677.139789517136,333
0,334,-16772.09544168429,334
0,335,-16846.486784561097,335
0,336,-16967.41255081868,336
0,337,-17160.272268780147,337
0,338,-16677.533699153046,338
0,339,-16844.480242943573,339
0,340,-17057.008922619923,340
0,341,-16781.65438912091,341
0,342,-16822.96550955485,342
0,343,-16825.78642134373,343
0,344,-16791.884735424494,344
0,345,-16714.480547457293,345
0,346,-16891.214655789405,346
0,347,-16756.939824043493,347
0,348,-17177.688811430668,348
0,349,-17127.914820341193,349
0,350,-16985.587682032583,350
0,351,-16833.28893877045,351
0,352,-17032.82814034156,352
0,353,-16942.86826425879,353
0,354,-16951.69775458712,354
0,355,-16599.31738591709,355
0,356,-16831.71473572147,356
0,357,-16757.695865576316,357
0,358,-17000.612477459403,358
0,359,-16855.002248390418,359
0,360,-16979.851757891774,360
0,361,-17047.180108062235,361
0,362,-16780.79053198163,362
0,363,-16977.291282465325,363
0,364,-16848.7364885429,364
0,365,-16987.623882860407,365
0,366,-16972.228584504646,366
0,367,-16968.686456124527,367
0,368,-17067.123426343216,368
0,369,-16865.425815252693,369
0,370,-16614.688010385635,370
0,371,-16676.329220790823,371
0,372,-16937.524366082456,372
0,373,-16876.5240595284,373
0,374,-16854.844416541222,374
0,375,-16953.811657744685,375
0,376,-16963.430276449853,376
0,377,-16842.1792608377,377
0,378,-16935.24877405627,378
0,379,-17021.87481896404,379
0,380,-16769.651549836475,380
0,381,-16996.60029294005,381
0,382,-16874.8877106947,382
0,383,-16752.235226757595,383
0,384,-16706.195699031883,384
0,385,-16764.182365343782,385
0,386,-16796.47422814989,386
0,387,-16801.658879382445,387
0,388,-16907.326858974262,388
0,389,-16830.362632985765,389
0,390,-16844.23749620004,390
0,391,-16781.5207675407,391
0,392,-16673.845268841378,392
0,393,-16951.325092249786,393
0,394,-16751.608120222358,394
0,395,-16828.805641181978,395
0,396,-16888.887901367634,396
0,397,-16906.05961657939,397
0,398,-17010.157716840396,398
0,399,-16923.63999057528,399
0,400,-16363.158207760522,400
0,401,-16565.020335571357,401
0,402,-16302.310218154027,402
0,403,-16449.50485553026,403
0,404,-16246.598842487712,404
0,405,-16234.862205137197,405
0,406,-16489.66167247695,406
0,407,-16256.028507820525,407
0,408,-16270.232654280224,408
0,409,-16433.343353238553,409
0,410,-16510.65731319746,410
0,411,-16267.425208995352,411
0,412,-16232.773127569932,412
0,413,-16336.571816649397,413
0,414,-16185.934512001899,414
0,415,-16409.907151157044,415
0,416,-16245.775770816444,416
0,417,-16381.911508469644,417
0,418,-16574.640366968782,418
0,419,-16370.224008478863,419
0,420,-16290.321034432713,420
0,421,-16362.772734970582,421
0,422,-16220.156543408226,422
0,423,-16274.384869736114,423
0,424,-16393.7551335045,424
0,425,-16262.002552302514,425
0,426,-16542.414521817067,426
0,427,-16389.789056532612,427
0,428,-16380.868476458842,428
0,429,-16378.373138872577,429
0,430,-16345.621812070682,430
0,431,-16371.206429609265,431
0,432,-16141.711195581729,432
0,433,-16434.438058296848,433
0,434,-16417.20601778088,434
0,435,-16342.82814874151,435
0,436,-16509.00996743564,436
0,437,-16294.493525526275,437
0,438,-16368.304848118265,438
0,439,-16369.659792151995,439
0,440,-16561.41160069303,440
0,441,-16299.069726528962,441
0,442,-16244.81820924995,442
0,443,-16273.8620204287,443
0,444,-16429.932554947318,444
0,445,-16519.96256320974,445
0,446,-16388.676287195016,446
0,447,-16347.559435617206,447
0,448,-16312.672783393255,448
0,449,-16298.558885892051,449
0,450,-16415.887156392306,450
0,451,-16552.03646920956,451
0,452,-16606.500750540392,452
0,453,-16389.20393419569,453
0,454,-16450.409518766268,454
0,455,-16426.29445739991,455
0,456,-16351.82784365974,456
0,457,-16421.344287278058,457
0,458,-16381.173006959078,458
0,459,-16406.16482608163,459
0,460,-16315.317589261873,460
0,461,-16316.497231468275,461
0,462,-16462.337263628073,462
0,463,-16511.743826272712,463
0,464,-16627.10488326129,464
0,465,-16223.254118273053,465
0,466,-16355.267473594726,466
0,467,-16457.342884709764,467
0,468,-16387.910945815653,468
0,469,-16427.88578747933,469
0,470,-16484.269695654533,470
0,471,-16313.555591587732,471
0,472,-16195.648893052887,472
0,473,-16207.519614585999,473
0,474,-16352.633741367983,474
0,475,-16523.968298351312,475
0,476,-16150.221407466273,476
0,477,-16163.667268974918,477
0,478,-16543.65199993597,478
0,479,-16316.220091164307,479
0,480,-16414.85237552718,480
0,481,-16632.577805984074,481
0,482,-16169.286774288206,482
0,483,-16415.996583557066,483
0,484,-16458.579320708086,484
0,485,-16180.14825159001,485
0,486,-16146.862593919786,486
0,487,-16171.647023050147,487
0,488,-16512.066684782447,488
0,489,-16391.724582695904,489
0,490,-16681.737387349927,490
0,491,-16273.260386981769,491
0,492,-16572.400596536925,492
0,493,-16419.29674416655,493
0,494,-16488.136760033824,494
0,495,-16279.418167675527,495
0,496,-16503.74078600642,496
0,497,-16201.385792146571,497
0,498,-16563.71982983974,498
0,499,-16392.66405824789,499
0,500,-14549.314186771946,500
0,501,-14807.162397695292,501
0,502,-14873.726951335078,502
0,503,-14988.993946708408,503
0,504,-14930.615552432857,504
0,505,-14756.434623438476,505
0,506,-14937.29399531383,506
0,507,-14779.596056530165,507
0,508,-14872.806199171147,508
0,509,-14875.05313172908,509
0,510,-15021.685756155015,510
0,511,-14664.476258449002,511
0,512,-14891.966341825726,512
0,513,-14556.87820442369,513
0,514,-14816.230535791772,514
0,515,-14943.946284409445,515
0,516,-14880.576280761292,516
0,517,-14758.4086447862,517
0,518,-14647.804442149307,518
0,519,-14864.162086002982,519
0,520,-14876.513342145043,520
0,521,-14920.981577225466,521
0,522,-14834.381027632988,522
0,523,-14583.133572099045,523
0,524,-14826.538090418793,524
0,525,-15024.963718850371,525
0,526,-14825.679756223522,526
0,527,-15001.51275012842,527
0,528,-14855.633569275533,528
0,529,-14938.230544466998,529
0,530,-14944.415432394548,530
0,531,-14743.643561475117,531
0,532,-15082.193666296691,532
0,533,-14920.088070162998,533
0,534,-14994.316775251358,534
0,535,-15074.334557051046,535
0,536,-14894.063290624055,536
0,537,-14699.392212081517,537
0,538,-14723.80225259788,538
0,539,-14958.673418164579,539
0,540,-15025.806766149459,540
0,541,-14898.842246353486,541
0,542,-14949.499237290851,542
0,543,-14850.410487165336,543
0,544,-14700.075106098126,544
0,545,-14809.193948690401,545
0,546,-15001.206184440882,546
0,547,-14992.721229461984,547
0,548,-14724.661838274415,548
0,549,-14599.840405721927,549
0,550,-14947.146184844136,550
0,551,-14741.207827960743,551
0,552,-14864.826800438017,552
0,553,-14943.641631411645,553
0,554,-14789.472636184644,554
0,555,-14890.715454675643,555
0,556,-14846.402235333744,556
0,557,-14964.862351060132,557
0,558,-15033.637808044978,558
0,559,-15094.741812448106,559
0,560,-14959.992106710484,560
0,561,-15071.803994463531,561
0,562,-15014.086850771111,562
0,563,-14713.47723049398,563
0,564,-15013.266891541873,564
0,565,-14831.910111220108,565
0,566,-14774.226878473768,566
0,567,-14913.448399667805,567
0,568,-14908.418761917665,568
0,569,-14985.430826775993,569
0,570,-15132.183492113745,570
0,571,-14818.598971944619,571
0,572,-15027.845065359208,572
0,573,-15009.813075756181,573
0,574,-14874.465364913684,574
0,575,-14819.95014864901,575
0,576,-14965.18010130652,576
0,577,-14741.01634214299,577
0,578,-14822.930831111411,578
0,579,-14862.755062688793,579
0,580,-14893.49764345847,580
0,581,-14766.683648308965,581
0,582,-15018.161016954677,582
0,583,-14925.389856912549,583
0,584,-14949.711302653623,584
0,585,-14646.189109748719,585
0,586,-14831.953344563539,586
0,587,-14711.518163513443,587
0,588,-14719.191662988102,588
0,589,-14810.228021895295,589
0,590,-15024.960890383569,590
0,591,-14648.09273789015,591
0,592,-14866.250454804573,592
0,593,-14887.280632643613,593
0,594,-14822.855814303348,594
0,595,-14898.268841480076,595
0,596,-14824.134257256808,596
0,597,-14821.180123569762,597
0,598,-14859.111852327045,598
0,599,-14985.103549939975,599
0,600,-13275.521499081246,600
0,601,-13210.197659721067,601
0,602,-13044.696030672194,602
0,603,-13133.068336309141,603
0,604,-12832.373942146653,604
0,605,-13088.653020945054,605
0,606,-13211.231843183547,606
0,607,-13126.458818969213,607
0,608,-13079.08223520737,608
0,609,-12958.506174127615,609
0,610,-13180.055202263775,610
0,611,-13183.410135995538,611
0,612,-13012.274651277745,612
0,613,-13370.591350842773,613
0,614,-13171.816066716823,614
0,615,-13205.467329749297,615
0,616,-13167.302392451018,616
0,617,-13121.488346839513,617
0,618,-13136.164903159071,618
0,619,-13025.497187657562,619
0,620,-13119.461156057028,620
0,621,-13223.729057201432,621
0,622,-13167.63310160175,622
0,623,-13064.800714033665,623
0,624,-13119.408881005686,624
0,625,-13092.19297890064,625
0,626,-13074.442378582105,626
0,627,-13055.989871438696,627
0,628,-13187.909406489214,628
0,629,-13094.04860481956,629
0,630,-13402.402053159922,630
0,631,-13035.497278361063,631
0,632,-13052.143278330903,632
0,633,-13093.516908742764,633
0,634,-12995.915280174166,634
0,635,-13135.685138661898,635
0,636,-13245.265485418833,636
0,637,-13135.816311047274,637
0,638,-13156.46922401644,638
0,639,-13156.34187321918,639
0,640,-13015.261855840532,640
0,641,-13108.24906172185,641
0,642,-13014.888798120573,642
0,643,-12990.06575638906,643
0,644,-13186.016532354568,644
0,645,-13184.294650540853,645
0,646,-13172.542076881797,646
0,647,-13086.828248850417,647
0,648,-13254.956462825467,648
0,649,-13064.385264034252,649
0,650,-13220.904237540164,650
0,651,-13178.11988296216,651
0,652,-12971.268251396457,652
0,653,-13037.114428963254,653
0,654,-13399.180629900613,654
0,655,-12964.869067607055,655
0,656,-13128.393160699548,656
0,657,-13149.730775429778,657
0,658,-13107.857890806798,658
0,659,-12988.2220229905,659
0,660,-12885.89913662191,660
0,661,-12981.908267040542,661
0,662,-13169.666789089602,662
0,663,-13129.779129052156,663
0,664,-13198.281149623741,664
0,665,-12867.378383264091,665
0,666,-12982.201816989453,666
0,667,-12901.456546667314,667
0,668,-13376.36858186344,668
0,669,-13300.876694420367,669
0,670,-13182.079741504192,670
0,671,-12965.681224495263,671
0,672,-12896.499450551066,672
0,673,-12899.270230431084,673
0,674,-13175.725499413482,674
0,675,-13282.556581048435,675
0,676,-12951.840960621865,676
0,677,-13076.900718014218,677
0,678,-12971.194660817564,678
0,679,-13004.233436905255,679
0,680,-13038.99275372542,680
0,681,-12998.651732871454,681
0,682,-13266.912778411253,682
0,683,-13044.806419520575,683
0,684,-12810.176276167547,684
0,685,-13126.15698252545,685
0,686,-13102.113489349045,686
0,687,-13221.645592207657,687
0,688,-13047.47369753615,688
0,689,-13224.013544157528,689
0,690,-13243.278053362808,690
0,691,-13107.499821226354,691
0,692,-13124.79984397698,692
0,693,-12988.799610921891,693
0,694,-13221.970515064091,694
0,695,-12973.143786841616,695
0,696,-13016.262164854657,696
0,697,-12859.906558275374,697
0,698,-12936.364252642457,698
0,699,-13121.529923985328,699
0,700,-11615.836316812683,700
0,701,-11745.495482948725,701
0,702,-11751.569089725537,702
0,703,-11801.93587858771,703
0,704,-11783.38038402326,704
0,705,-11699.673819569125,705
0,706,-11832.98143131549,706
0,707,-11622.619704120074,707
0,708,-11882.243671875418,708
0,709,-11876.987261632437,709
0,710,-11982.939121915615,710
0,711,-11848.22103131722,711
0,712,-11892.769536291122,712
0,713,-11733.325576651074,713
0,714,-11744.690865091477,714
0,715,-12020.01716249389,715
0,716,-11949.719826428214,716
0,717,-11717.144939814943,717
0,718,-11823.046555301034,718
0,719,-11762.547261955951,719
0,720,-11795.22249662886,720
0,721,-11999.530273295193,721
0,722,-11993.589091921793,722
0,723,-12014.42757908402,723
0,724,-11783.487931532916,724
0,725,-11669.724834073933,725
0,726,-11772.641737131944,726
0,727,-11831.222067873663,727
0,728,-11767.009957211974,728
0,729,-11757.728143499038,729
0,730,-11580.509434423417,730
0,731,-11946.77475945808,731
0,732,-11794.949837420496,732
0,733,-11997.70329410346,733
0,734,-11799.34766464565,734
0,735,-11811.791238723854,735
0,736,-11705.872725207717,736
0,737,-12003.503600617845,737
0,738,-11886.174425674977,738
0,739,-11710.452207824985,739
0,740,-12017.57082521564,740
0,741,-11796.556401992306,741
0,742,-11917.793619416816,742
0,743,-11989.795454406547,743
0,744,-11629.53912558049,744
0,745,-11931.625735851021,745
0,746,-11730.361178372761,746
0,747,-11876.738586963276,747
0,748,-11944.889850450021,748
0,749,-11947.59439942499,749
0,750,-11880.037558259944,750
0,751,-11889.744324989157,751
0,752,-12038.030181942007,752
0,753,-11912.224223967967,753
0,754,-11706.812771126868,754
0,755,-11875.411064923032,755
0,756,-11879.357929477626,756
0,757,-11841.27642934649,757
0,758,-11816.107720509002,758
0,759,-11657.113079961122,759
0,760,-11828.3736834245,760
0,761,-11810.550982525305,761
0,762,-11889.868136198831,762
0,763,-11656.339096797594,763
0,764,-11694.788832213682,764
0,765,-11680.174830503287,765
0,766,-11753.554732022492,766
0,767,-11853.17118257315,767
0,768,-11843.186610091128,768
0,769,-11830.513865283927,769
0,770,-11907.11727948772,770
0,771,-11885.509268516345,771
0,772,-11948.753885836597,772
0,773,-11805.387401495687,773
0,774,-12090.42835183011,774
0,775,-11813.233472218204,775
0,776,-11930.75706395531,776
0,777,-11870.670138985723,777
0,778,-11819.24220200681,778
0,779,-11841.336872039064,779
0,780,-11917.19501453034,780
0,781,-11913.506403595493,781
0,782,-11881.290179272886,782
0,783,-11898.196514769339,783
0,784,-11921.093803297328,784
0,785,-11837.862199886245,785
0,786,-11762.934815667604,786
0,787,-11785.145441010818,787
0,788,-11906.769831320398,788
0,789,-11736.73121252604,789
0,790,-11760.932647777368,790
0,791,-11688.936749916124,791
0,792,-11699.871328955882,792
0,793,-11794.155462056757,793
0,794,-11802.068730682655,794
0,795,-11986.444823772476,795
0,796,-12028.726511688916,796
0,797,-12026.927090285744,797
0,798,-11792.634041548845,798
0,799,-11749.286794458118,799
0,800,-11347.815982405777,800
0,801,-11338.026043884895,801
0,802,-11311.375236625205,802
0,803,-11395.242317486667,803
0,804,-11466.074703494161,804
0,805,-11265.24562793546,805
0,806,-11276.119288481594,806
0,807,-11293.44166739085,807
0,808,-11282.596473971222,808
0,809,-11444.184174354777,809
0,810,-11475.846338667421,810
0,811,-11373.134205370894,811
0,812,-11278.952758605144,812
0,813,-11216.393334915809,813
0,814,-11243.673734811111,814
0,815,-11303.176582755286,815
0,816,-11267.186331956475,816
0,817,-11121.282886738943,817
0,818,-11130.968658147527,818
0,819,-11373.40635056048,819
0,820,-11187.392843113961,820
0,821,-11281.76211558798,821
0,822,-11265.36655241135,822
0,823,-11420.599064824493,823
0,824,-11236.96651541635,824
0,825,-11506.335293179145,825
0,826,-11359.297957375813,826
0,827,-11238.314361665714,827
0,828,-11362.936933978308,828
0,829,-11423.085343646968,829
0,830,-11184.975142154051,830
0,831,-11309.86142617538,831
0,832,-11214.767192679761,832
0,833,-11369.028010087623,833
0,834,-11188.002563163082,834
0,835,-11416.69411313565,835
0,836,-11132.563117602542,836
0,837,-11188.972495665119,837
0,838,-11268.940571427449,838
0,839,-11196.929972871014,839
0,840,-11501.582096857963,840
0,841,-11241.274801459142,841
0,842,-11269.36921524328,842
0,843,-11235.497828205738,843
0,844,-11282.625080967317,844
0,845,-11390.657627515015,845
0,846,-11450.733992945296,846
0,847,-11283.777562743853,847
0,848,-11217.602894383215,848
0,849,-11329.207629329152,849
0,850,-11470.338621856898,850
0,851,-11308.648872529813,851
0,852,-11430.447893007104,852
0,853,-11223.47327084618,853
0,854,-11157.74307838545,854
0,855,-11244.231026473593,855
0,856,-11508.510240071131,856
0,857,-11401.099997842444,857
0,858,-11320.506053020543,858
0,859,-11179.645594496686,859
0,860,-11486.31042915855,860
0,861,-11328.769420681183,861
0,862,-11352.425127970575,862
0,863,-11036.861842739048,863
0,864,-11357.45791457622,864
0,865,-11354.66741110789,865
0,866,-11183.401425579956,866
0,867,-11408.915246013772,867
0,868,-11318.093093322173,868
0,869,-11312.0575130442,869
0,870,-11122.131487564358,870
0,871,-11228.078897937308,871
0,872,-11280.717046285015,872
0,873,-11264.987419949948,873
0,874,-11188.907212480306,874
0,875,-11271.980488513782,875
0,876,-11333.2204257673,876
0,877,-11364.69968764046,877
0,878,-11368.653013374887,878
0,879,-11276.625248359529,879
0,880,-11636.875963322726,880
0,881,-11486.173751592618,881
0,882,-11293.64084242514,882
0,883,-11458.493207321544,883
0,884,-11475.671235828468,884
0,885,-11471.315694518877,885
0,886,-11152.427260248567,886
0,887,-11354.389591763462,887
0,888,-11311.30042741609,888
0,889,-11135.375622001038,889
0,890,-11471.214362268582,890
0,891,-11042.261609977191,891
0,892,-11378.838359720545,892
0,893,-11374.967506362156,893
0,894,-11143.065961144335,894
0,895,-11368.196044329867,895
0,896,-11350.552987860976,896
0,897,-11311.9072719627,897
0,898,-11395.91378043844,898
0,899,-11293.088030978519,899
0,900,-10719.37649690066,900
0,901,-10680.84001192569,901
0,902,-10897.28297161275,902
0,903,-10856.164731390036,903
0,904,-10749.353752620662,904
0,905,-10841.334433571505,905
0,906,-10870.623796187445,906
0,907,-10809.789757575369,907
0,908,-10915.236108792258,908
0,909,-10854.787480873407,909
0,910,-10810.461095960538,910
0,911,-10718.511065931038,911
0,912,-11049.649742288742,912
0,913,-10745.54354625235,913
0,914,-11015.821406050458,914
0,915,-10924.455728692963,915
0,916,-10831.32016426607,916
0,917,-10847.701063305065,917
0,918,-11173.971178684264,918
0,919,-10595.59148768774,919
0,920,-10911.097606553285,920
0,921,-10828.449054812228,921
0,922,-10815.534877948332,922
0,923,-10844.45654941949,923
0,924,-10644.328652324015,924
0,925,-10751.442329290232,925
0,926,-10955.713338974558,926
0,927,-10596.14128883114,927
0,928,-10952.302394163427,928
0,929,-10921.251125806739,929
0,930,-10605.929004123649,930
